area,year,latitude,longitude,aqi_openweather_avg,pm2_5_avg,pm10_avg,no2_avg,o3_avg,co_avg
Vannarpet,2025,12.9572018,77.6189609,2.1,21.43,26.53,10.02,53.59,327.1
Vannarpet,2026,12.9572018,77.6189609,3.18,42.23,50.97,6.06,82.52,332.38
Varthuru,2020,12.9406508,77.7469880,3.54,41.03,45.9,6.32,69.59,404.87
Varthuru,2021,12.9406508,77.7469880,2.41,22.46,26.53,11.94,48.93,447.98
Varthuru,2022,12.9406508,77.7469880,2.55,24.9,29.17,12.02,54.31,452.68
Varthuru,2023,12.9406508,77.7469880,2.2,22.47,26.86,12.07,54.33,456.64
Varthuru,2024,12.9406508,77.7469880,2.13,20.62,23.69,8.62,55.88,437.55
Varthuru,2025,12.9406508,77.7469880,2.07,20.62,25.4,7.0,54.94,282.11
Varthuru,2026,12.9406508,77.7469880,3.2,42.92,51.69,5.79,83.49,325.56
Veerenahalli,2020,13.0269727,77.7278860,3.54,41.03,45.9,6.32,69.59,404.87
Veerenahalli,2021,13.0269727,77.7278860,2.41,22.46,26.53,11.94,48.93,447.98
Veerenahalli,2022,13.0269727,77.7278860,2.55,24.9,29.17,12.02,54.31,452.68
Veerenahalli,2023,13.0269727,77.7278860,2.2,22.47,26.86,12.07,54.33,456.64
Veerenahalli,2024,13.0269727,77.7278860,2.13,20.62,23.69,8.62,55.88,437.55
Veerenahalli,2025,13.0269727,77.7278860,2.07,20.62,25.4,7.0,54.94,282.11
Veerenahalli,2026,13.0269727,77.7278860,3.19,41.14,49.03,4.43,87.4,304.89
Vijayanagar,2020,12.9709537,77.5373851,3.63,42.83,47.78,16.51,59.0,566.13
Vijayanagar,2021,12.9709537,77.5373851,2.51,24.37,28.53,18.02,41.71,606.76
Vijayanagar,2022,12.9709537,77.5373851,2.67,26.97,31.36,19.51,45.67,625.3
Vijayanagar,2023,12.9709537,77.5373851,2.22,23.57,27.92,18.23,47.04,591.49
Vijayanagar,2024,12.9709537,77.5373851,2.21,22.74,25.86,15.89,49.45,596.5
Vijayanagar,2025,12.9709537,77.5373851,2.1,21.43,26.53,10.02,53.59,327.1
Vijayanagar,2026,12.9709537,77.5373851,3.1,40.65,49.24,6.17,81.26,335.27
Vijinapura,2020,13.0039028,77.6736303,3.63,42.83,47.78,16.51,59.0,566.13
Vijinapura,2021,13.0039028,77.6736303,2.51,24.37,28.53,18.02,41.71,606.76
Vijinapura,2022,13.0039028,77.6736303,2.67,26.97,31.36,19.51,45.67,625.3
Vijinapura,2023,13.0039028,77.6736303,2.22,23.57,27.92,18.23,47.04,591.49
Vijinapura,2024,13.0039028,77.6736303,2.21,22.74,25.86,15.89,49.45,596.5
Vijinapura,2025,13.0039028,77.6736303,2.1,21.43,26.53,10.02,53.59,327.1
Vijinapura,2026,13.0039028,77.6736303,3.17,40.45,48.31,4.7,86.43,311.71
Vishveshwara Puram,2020,12.9508420,77.5738862,3.63,42.83,47.78,16.51,59.0,566.13
Vishveshwara Puram,2021,12.9508420,77.5738862,2.51,24.37,28.53,18.02,41.71,606.76
Vishveshwara Puram,2022,12.9508420,77.5738862,2.67,26.97,31.36,19.51,45.67,625.3
Vishveshwara Puram,2023,12.9508420,77.5738862,2.22,23.57,27.92,18.23,47.04,591.49
Vishveshwara Puram,2024,12.9508420,77.5738862,2.21,22.74,25.86,15.89,49.45,596.5
Vishveshwara Puram,2025,12.9508420,77.5738862,2.1,21.43,26.53,10.02,53.59,327.1
Vishveshwara Puram,2026,12.9508420,77.5738862,3.1,40.65,49.24,6.17,81.26,335.27
Vishwanath Nagenahalli,2020,13.0388225,77.6033449,3.63,42.83,47.78,16.51,59.0,566.13
Vishwanath Nagenahalli,2021,13.0388225,77.6033449,2.51,24.37,28.53,18.02,41.71,606.76
Vishwanath Nagenahalli,2022,13.0388225,77.6033449,2.67,26.97,31.36,19.51,45.67,625.3
Vishwanath Nagenahalli,2023,13.0388225,77.6033449,2.22,23.57,27.92,18.23,47.04,591.49
Vishwanath Nagenahalli,2024,13.0388225,77.6033449,2.21,22.74,25.86,15.89,49.45,596.5
Vishwanath Nagenahalli,2025,13.0388225,77.6033449,2.1,21.43,26.53,10.02,53.59,327.1
Vishwanath Nagenahalli,2026,13.0388225,77.6033449,3.17,40.45,48.31,4.7,86.43,311.71
White Field,2020,12.9696620,77.7528005,3.54,41.03,45.9,6.32,69.59,404.87
White Field,2021,12.9696620,77.7528005,2.41,22.46,26.53,11.94,48.93,447.98
White Field,2022,12.9696620,77.7528005,2.55,24.9,29.17,12.02,54.31,452.68
White Field,2023,12.9696620,77.7528005,2.2,22.47,26.86,12.07,54.33,456.64
White Field,2024,12.9696620,77.7528005,2.13,20.62,23.69,8.62,55.88,437.55
White Field,2025,12.9696620,77.7528005,2.07,20.62,25.4,7.0,54.94,282.11
White Field,2026,12.9696620,77.7528005,3.2,42.92,51.69,5.79,83.49,325.56
Yediyur,2020,12.9301531,77.5763445,3.63,42.83,47.78,16.51,59.0,566.13
Yediyur,2021,12.9301531,77.5763445,2.51,24.37,28.53,18.02,41.71,606.76
Yediyur,2022,12.9301531,77.5763445,2.67,26.97,31.36,19.51,45.67,625.3
Yediyur,2023,12.9301531,77.5763445,2.22,23.57,27.92,18.23,47.04,591.49
Yediyur,2024,12.9301531,77.5763445,2.21,22.74,25.86,15.89,49.45,596.5
Yediyur,2025,12.9301531,77.5763445,2.1,21.43,26.53,10.02,53.59,327.1
Yediyur,2026,12.9301531,77.5763445,3.1,40.65,49.24,6.17,81.26,335.27
Yelahanka taluku,2020,13.1339788,77.5975918,3.53,40.54,45.23,6.11,69.72,398.1
Yelahanka taluku,2021,13.1339788,77.5975918,2.31,20.78,24.69,7.79,51.68,380.18
Yelahanka taluku,2022,13.1339788,77.5975918,2.48,23.35,27.53,8.64,56.11,398.08
Yelahanka taluku,2023,13.1339788,77.5975918,2.12,20.53,24.78,8.16,55.81,387.83
Yelahanka taluku,2024,13.1339788,77.5975918,2.11,19.76,22.77,6.16,57.83,399.82
Yelahanka taluku,2025,13.1339788,77.5975918,2.02,19.07,23.24,5.91,55.29,263.16
Yelahanka taluku,2026,13.1339788,77.5975918,3.1,38.74,46.1,4.22,87.45,305.25
Yeshwanthpura,2020,13.0235821,77.5542275,3.63,42.83,47.78,16.51,59.0,566.13
Yeshwanthpura,2021,13.0235821,77.5542275,2.51,24.37,28.53,18.02,41.71,606.76
Yeshwanthpura,2022,13.0235821,77.5542275,2.67,26.97,31.36,19.51,45.67,625.3
Yeshwanthpura,2023,13.0235821,77.5542275,2.22,23.57,27.92,18.23,47.04,591.49
Yeshwanthpura,2024,13.0235821,77.5542275,2.21,22.74,25.86,15.89,49.45,596.5
Yeshwanthpura,2025,13.0235821,77.5542275,2.1,21.43,26.53,10.02,53.59,327.1
Yeshwanthpura,2026,13.0235821,77.5542275,3.11,39.04,46.66,4.75,86.43,313.87
